ダウンロード実行日,2026年04月20日現在,件数,11242件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E24483","外国法人・組合（有価証券報告書等の提出義務者以外）","","","44","","Ｃｏｌｕｍｂｉａ　Ｍａｎａｇｅｍｅｎｔ　Ｉｎｖｅｓｔｍｅｎｔ　Ａｄｖｉｓｅｒｓ，　ＬＬＣ","","コロンビアマネジメントインベストメントアドバイザーズエルエルシー","７ｔｈ　Ｆｌｏｏｒ，　２９０　Ｃｏｎｇｒｅｓｓ　Ｓｔｒｅｅｔ，　Ｂｏｓｔｏｎ，　ＭＡ，　０２２１０，　ＵＳＡ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E24485","個人（組合発行者を除く）","","","0","","村上　美晴","","ムラカミ　ヨシハル","","個人（組合発行者を除く）","",""
"E24486","内国法人・組合（有価証券報告書等の提出義務者以外）","","","48","","萩原株式会社","","ハギハラカブシキガイシャ","倉敷市西阿知町西原８８４","内国法人・組合（有価証券報告書等の提出義務者以外）","","8260001014437"
"E24498","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社ＡＭＧ","","カブシキガイシャエイエムジー","京都市右京区西院東貝川町３１番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","8130001007809"
"E24506","個人（組合発行者を除く）","","","0","","津谷　祐司","","ツタニ　ユウジ","","個人（組合発行者を除く）","",""
"E24510","個人（組合発行者を除く）","","","0","","森山　茂","","モリヤマ　シゲル","","個人（組合発行者を除く）","",""
"E24512","内国法人・組合","上場","有","2979","2月末日","インターライフホールディングス株式会社","","インターライフホールディングスカブシキガイシャ","中央区銀座六丁目１３番１６号","建設業","14180","4011501016216"
"E24521","内国法人・組合（有価証券報告書等の提出義務者以外）","","","500","","ＳＭＢＣベンチャーキャピタル株式会社","","エスエムビーシーベンチャーキャピタルカブシキカイシャ","中央区八重洲一丁目３番４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010001095593"
"E24534","個人（組合発行者を除く）","","","0","","小堺裕一郎","","コサカイユウイチロウ","","個人（組合発行者を除く）","",""
"E24536","内国法人・組合","上場","有","400","3月31日","ＯＣＨＩホールディングス株式会社","OCHI HOLDINGS CO.,LTD.","オチホールディングスカブシキガイシャ","福岡市中央区那の津三丁目１２番２０号","卸売業","31660","8290001047005"
"E24541","個人（組合発行者を除く）","","","","","山田　進","","ヤマダ　ススム","","個人（組合発行者を除く）","",""
"E24545","内国法人・組合","上場","有","10000","3月31日","株式会社テレビ東京ホールディングス","TV TOKYO Holdings Corporation","カブシキガイシャテレビトウキョウホールディングス","港区六本木三丁目２番１号","情報・通信業","94130","1010401090159"
"E24550","内国法人・組合","上場","有","351","10月31日","アイ・ケイ・ケイホールディングス株式会社","IKK Holdings Inc.","アイケイケイホールディングスカブシキカイシャ","伊万里市新天町７２２番地５","サービス業","21980","5300001005459"
"E24552","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社エヌセック","","ユウゲンカイシャエヌセック","杉並区松庵一丁目１７番１５－３０８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5011302001671"
"E24558","内国法人・組合","上場","有","7000","3月31日","株式会社ミライト・ワン","MIRAIT ONE Corporation","カブシキガイシャミライトワン","港区虎ノ門二丁目２番３","建設業","14170","6010601040090"
"E24562","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","オンキヨーホームエンターテイメント株式会社","","オンキヨーホームエンターテイメントカブシキガイシャ","東大阪市川俣１丁目１－４１　ルクスビル","内国法人・組合（有価証券報告書等の提出義務者以外）","","3120001154326"
"E24568","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10000","","ＪＦＥエンジニアリング株式会社","","ジェイエフイーエンジニアリングカブシキカイシャ","千代田区内幸町二丁目２番３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010001008843"
"E24576","内国法人・組合","非上場","無","366","9月30日","株式会社フーマイスターエレクトロニクス","Fuhrmeister Electronics Co.,Ltd.","カブシキガイシャフーマイスターエレクトロニクス","千代田区内神田二丁目３番３号","卸売業","","3010001028301"
"E24581","内国法人・組合（有価証券報告書等の提出義務者以外）","","","76450","","公益財団法人上原記念生命科学財団","","コウエキザイダンホウジンウエハラキネンセイメイカガクザイダン","豊島区高田三丁目２６番３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8013305001563"
"E24593","外国法人・組合","非上場","有","3612862","12月31日","中国農業銀行股イ分有限公司","","チュウゴクノウギョウギンコウコブンユウゲンコウシ","中華人民共和国１００００５北京市東城区建国門内大街６９号","外国法人・組合","",""
"E24603","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社マイネン","","ユウゲンガイシャマイネン","中央区日本橋３―２－１４","内国法人・組合（有価証券報告書等の提出義務者以外）","","1010002051626"
"E24623","内国法人・組合（有価証券報告書等の提出義務者以外）","","","12644","","公益財団法人持田記念医学薬学振興財団","","コウエキザイダンホウジンモチダキネンイガクヤクガクシンコウザイダン","新宿区四谷本塩町３番１号四谷ワイズビル","内国法人・組合（有価証券報告書等の提出義務者以外）","","2011105004453"
"E24650","個人（組合発行者を除く）","","","","","尾﨑　朝樹","","オザキ　トモキ","","個人（組合発行者を除く）","",""
"E24651","内国法人・組合","上場","有","3095","9月末日","株式会社ＦＰＧ","Financial Partners Group Co.,Ltd.","カブシキカイシャエフピージー","千代田区丸の内二丁目７番２号","証券、商品先物取引業","71480","3010001086522"
"E24657","個人（組合発行者を除く）","","","0","","栗原　勝","","クリバラ　マサル","","個人（組合発行者を除く）","",""
"E24665","外国法人・組合（有価証券報告書等の提出義務者以外）","","","126","","ポラリス・キャピタル・マネージメント・エルエルシー","","ポラリスキャピタルマネージメントエルエルシー","アメリカ合衆国マサチューセッツ州０２１１０、ボストン、ハイ・ストリート１２１","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E24666","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","アルトラン・ビジネス・エスエー","","アルトランビジネスエスエー","英領ヴァージン諸島、トートラ、ロードタウン、マンダー・ハウス３階、スイート３０１、私書箱３１５９","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
